Antigen,Cell type class in Colocalization,Recorded (+) or not (-) in Target Genes,Genome assembly,Target Genes (TSS }1k),Target Genes (TSS }5k),Target Genes (TSS }10k),Colocalization (TSV),Colocalization (GML)
Satb1,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Satb1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Satb1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Satb1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Satb1.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Seh1l,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Seh1l.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Seh1l.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Seh1l.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Seh1l.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Sox10,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sox10.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sox10.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sox10.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Sox10.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Sox6,Bone,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sox6.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sox6.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sox6.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Sox6.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Bone.gml
Sox9,Bone,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sox9.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sox9.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sox9.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Sox9.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Bone.gml
Sp1,Liver,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sp1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sp1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Sp1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Sp1.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Liver.gml
Suz12,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Suz12.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Suz12.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Suz12.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Suz12.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Taf3,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Taf3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Taf3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Taf3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Taf3.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Taz,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Taz.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Taz.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Taz.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Taz.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Tcf4,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Tcf4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Tcf4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Tcf4.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Tcf4.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Tcf7l2,Liver,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Tcf7l2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Tcf7l2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Tcf7l2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Tcf7l2.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Liver.gml
ABF1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ABF1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ABF1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ABF1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/ABF1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
BUR2,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/BUR2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/BUR2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/BUR2.10.tsv,,
CAT8,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CAT8.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CAT8.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CAT8.10.tsv,,
CBF1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CBF1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CBF1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CBF1.10.tsv,,
CHD1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CHD1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CHD1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CHD1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/CHD1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
CSE4,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CSE4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CSE4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CSE4.10.tsv,,
CST6,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CST6.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CST6.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CST6.10.tsv,,
CTF4,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CTF4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CTF4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CTF4.10.tsv,,
CTK1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CTK1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CTK1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CTK1.10.tsv,,
CTR9,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CTR9.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CTR9.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/CTR9.10.tsv,,
ERT1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ERT1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ERT1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ERT1.10.tsv,,
ESA1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ESA1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ESA1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ESA1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/ESA1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
FHL1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/FHL1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/FHL1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/FHL1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/FHL1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
GAL11,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GAL11.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GAL11.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GAL11.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/GAL11.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
GCN4,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GCN4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GCN4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GCN4.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/GCN4.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
GCR1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GCR1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GCR1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GCR1.10.tsv,,
GCR2,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GCR2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GCR2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/GCR2.10.tsv,,
HAP1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HAP1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HAP1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HAP1.10.tsv,,
HAP4,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HAP4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HAP4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HAP4.10.tsv,,
HMO1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HMO1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HMO1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HMO1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/HMO1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
HSF1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HSF1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HSF1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HSF1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/HSF1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
HST2,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HST2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HST2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HST2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/HST2.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
HST3,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HST3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HST3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HST3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/HST3.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
HST4,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HST4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HST4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/HST4.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/HST4.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
IFH1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/IFH1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/IFH1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/IFH1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/IFH1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
INO2,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/INO2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/INO2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/INO2.10.tsv,,
INO4,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/INO4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/INO4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/INO4.10.tsv,,
INO80,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/INO80.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/INO80.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/INO80.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/INO80.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
ISW1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ISW1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ISW1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ISW1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/ISW1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
KIN28,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/KIN28.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/KIN28.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/KIN28.10.tsv,,
LEU3,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/LEU3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/LEU3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/LEU3.10.tsv,,
MCM2,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/MCM2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/MCM2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/MCM2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/MCM2.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
MED7,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/MED7.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/MED7.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/MED7.10.tsv,,
NCB2,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/NCB2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/NCB2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/NCB2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/NCB2.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
NUT1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/NUT1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/NUT1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/NUT1.10.tsv,,
OAF1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/OAF1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/OAF1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/OAF1.10.tsv,,
ORC1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ORC1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ORC1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ORC1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/ORC1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
PGD1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/PGD1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/PGD1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/PGD1.10.tsv,,
PIP2,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/PIP2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/PIP2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/PIP2.10.tsv,,
RAD2,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAD2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAD2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAD2.10.tsv,,
RAD3,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAD3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAD3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAD3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/RAD3.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
RAD52,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAD52.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAD52.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAD52.10.tsv,,
RAP1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAP1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAP1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RAP1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/RAP1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
RDS2,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RDS2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RDS2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RDS2.10.tsv,,
REB1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/REB1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/REB1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/REB1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/REB1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
RED1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RED1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RED1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RED1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/RED1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
RFA1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RFA1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RFA1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RFA1.10.tsv,,
RGR1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RGR1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RGR1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RGR1.10.tsv,,
RGT1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RGT1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RGT1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RGT1.10.tsv,,
ROX3,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ROX3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ROX3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/ROX3.10.tsv,,
RPB3,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RPB3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RPB3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RPB3.10.tsv,,
RPB7,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RPB7.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RPB7.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RPB7.10.tsv,,
RPL25,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RPL25.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RPL25.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RPL25.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/RPL25.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
RTG1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RTG1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RTG1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RTG1.10.tsv,,
RTG3,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RTG3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RTG3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/RTG3.10.tsv,,
SET1,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SET1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SET1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SET1.10.tsv,,
SFP1,Yeast strain,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SFP1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SFP1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SFP1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/SFP1.Yeast_strain.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/colo/Yeast_strain.gml
SIP4,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SIP4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SIP4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SIP4.10.tsv,,
SIR3,,+,sacCer3,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SIR3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SIR3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/sacCer3/target/SIR3.10.tsv,,
