Antigen,Cell type class in Colocalization,Recorded (+) or not (-) in Target Genes,Genome assembly,Target Genes (TSS }1k),Target Genes (TSS }5k),Target Genes (TSS }10k),Colocalization (TSV),Colocalization (GML)
Zfp384,"Blood,Bone,Gonad,Neural,Pluripotent stem cell",+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp384.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp384.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp384.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfp384.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfp384.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfp384.Gonad.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfp384.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfp384.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Bone.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Gonad.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Pluripotent_stem_cell.gml"
Zfp42,Pluripotent stem cell,+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp42.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp42.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp42.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfp42.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Pluripotent_stem_cell.gml
Zfp57,Pluripotent stem cell,+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp57.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp57.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp57.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfp57.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Pluripotent_stem_cell.gml
Zfp64,Blood,+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp64.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp64.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp64.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfp64.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Blood.gml
Zfp708,Pluripotent stem cell,+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp708.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp708.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfp708.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfp708.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Pluripotent_stem_cell.gml
Zfpm1,"Blood,Placenta",+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfpm1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfpm1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zfpm1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfpm1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zfpm1.Placenta.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Placenta.gml"
Zic1,Pluripotent stem cell,+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zic1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zic1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zic1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zic1.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Pluripotent_stem_cell.gml
Zic2,Pluripotent stem cell,+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zic2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zic2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zic2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zic2.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Pluripotent_stem_cell.gml
Zic3,Pluripotent stem cell,+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zic3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zic3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zic3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zic3.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Pluripotent_stem_cell.gml
Zkscan1,Blood,+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zkscan1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zkscan1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zkscan1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zkscan1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Blood.gml
Zmiz1,Blood,+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zmiz1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zmiz1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zmiz1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zmiz1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Blood.gml
Zmynd8,"Blood,Pluripotent stem cell",+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zmynd8.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zmynd8.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zmynd8.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zmynd8.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zmynd8.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Pluripotent_stem_cell.gml"
Zscan5b,Placenta,+,mm9,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zscan5b.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zscan5b.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/target/Zscan5b.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Zscan5b.Placenta.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/mm9/colo/Placenta.gml
Ahr,Liver,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ahr.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ahr.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ahr.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Ahr.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Liver.gml
Ar,Embryo,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ar.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ar.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ar.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Ar.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Embryo.gml
Arnt,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Arnt.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Arnt.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Arnt.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Arnt.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Arnt2,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Arnt2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Arnt2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Arnt2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Arnt2.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Brd4,"Cardiovascular,Pancreas",+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Brd4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Brd4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Brd4.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Brd4.Cardiovascular.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Brd4.Pancreas.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Cardiovascular.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pancreas.gml"
Chd7,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Chd7.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Chd7.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Chd7.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Chd7.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Creb1,Pancreas,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Creb1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Creb1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Creb1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Creb1.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pancreas.gml
Crebbp,Pancreas,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Crebbp.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Crebbp.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Crebbp.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Crebbp.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pancreas.gml
Crtc2,Pancreas,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Crtc2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Crtc2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Crtc2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Crtc2.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pancreas.gml
Ctnnb1,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ctnnb1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ctnnb1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ctnnb1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Ctnnb1.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Egr1,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Egr1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Egr1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Egr1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Egr1.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Egr2,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Egr2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Egr2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Egr2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Egr2.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Ep300,"Kidney,Neural",+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ep300.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ep300.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ep300.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Ep300.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Ep300.Neural.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Kidney.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml"
Gata3,Others,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Gata3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Gata3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Gata3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Gata3.Others.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Others.gml
Hdac2,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hdac2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hdac2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hdac2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Hdac2.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Hdac3,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hdac3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hdac3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hdac3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Hdac3.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Hils1,Gonad,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hils1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hils1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hils1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Hils1.Gonad.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Gonad.gml
Hmgb2,Cardiovascular,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hmgb2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hmgb2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hmgb2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Hmgb2.Cardiovascular.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Cardiovascular.gml
Hnf1a,Liver,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hnf1a.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hnf1a.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hnf1a.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Hnf1a.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Liver.gml
Hnf4a,"Kidney,Liver",+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hnf4a.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hnf4a.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Hnf4a.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Hnf4a.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Hnf4a.Liver.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Kidney.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Liver.gml"
Ino80,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ino80.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ino80.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Ino80.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Ino80.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Jun,Liver,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Jun.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Jun.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Jun.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Jun.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Liver.gml
Kdm1a,Embryo,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Kdm1a.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Kdm1a.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Kdm1a.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Kdm1a.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Embryo.gml
Matr3,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Matr3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Matr3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Matr3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Matr3.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Mbd3,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Mbd3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Mbd3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Mbd3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Mbd3.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Med1,Pancreas,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Med1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Med1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Med1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Med1.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pancreas.gml
Mef2a,Cardiovascular,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Mef2a.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Mef2a.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Mef2a.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Mef2a.Cardiovascular.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Cardiovascular.gml
Mlxipl,Pancreas,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Mlxipl.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Mlxipl.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Mlxipl.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Mlxipl.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pancreas.gml
Neurod1,Pancreas,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Neurod1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Neurod1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Neurod1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neurod1.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pancreas.gml
Nfia,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nfia.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nfia.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nfia.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Nfia.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Npas4,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Npas4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Npas4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Npas4.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Npas4.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Nr1h4,Liver,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nr1h4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nr1h4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nr1h4.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Nr1h4.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Liver.gml
Nr3c1,"Cardiovascular,Neural",+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nr3c1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nr3c1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nr3c1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Nr3c1.Cardiovascular.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Nr3c1.Neural.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Cardiovascular.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml"
Nr3c2,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nr3c2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nr3c2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Nr3c2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Nr3c2.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Olig2,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Olig2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Olig2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Olig2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Olig2.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Parp1,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Parp1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Parp1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Parp1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Parp1.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Pax8,Others,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pax8.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pax8.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pax8.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pax8.Others.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Others.gml
Pdx1,Pancreas,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pdx1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pdx1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pdx1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pdx1.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pancreas.gml
Pgr,Breast,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pgr.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pgr.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pgr.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pgr.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Breast.gml
Pou1f1,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pou1f1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pou1f1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Pou1f1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Pou1f1.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
Rest,Neural,+,rn6,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Rest.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Rest.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/target/Rest.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Rest.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/rn6/colo/Neural.gml
