Antigen	Genes
Supt6	['Txndc11', 'Brox', 'Aida', 'H4f16', 'H2aj', 'H4c6', 'H2ac8', 'H2bc8', 'H3c6', 'H1f3', 'Greb1', 'H4c11', 'E030030I06Rik', 'Cldn34d', 'H4c3', 'H1f6', 'H2ac18', 'H3c14', 'H3c15', 'H2ac19', 'Fbxw4', 'H3c7', 'H2bc9', 'H3c8', 'Nkx2-6', 'Sspn', 'H2bc18', 'H4c14', 'H3c13', 'Zc3h10', 'Rpl41', 'H1f2', 'H2bc3', 'H3c3', 'Sumf2', 'H2bc6', 'H1f4', 'H2az1', 'Dnajb14', 'H2ac21', 'H2bc21', 'H2ac20', 'H2ac4', 'H3c2', 'H2ac7', 'H2bc7', 'H3c4', 'H4c4', 'Eef2', 'Dapk3', 'Cerk', 'Il31ra', 'H3c1', 'H4c1', 'H4c2', 'Hist1h2bp', 'H1f5', 'H3c11', 'Hist1h2an', 'Hspa8', 'Clcn4', 'Kpna1', 'Olfr806', 'H2ac15', 'H2bc15', 'H4c12', 'H2bc4', 'H2ac6']
Suv39h1	['Greb1']
Suv39h2	['Greb1', 'Nkx2-6', 'Cldn34d']
Suz12	['Txndc11', 'Cldn34d', 'Brox', 'Aida', 'E030030I06Rik', 'Sspn', 'Gm525', 'Sorbs1', 'Tmem125', 'Fbxw4', 'Cd209a', 'Abca3', 'Abca17', 'Commd3', 'Bmi1', 'Cerk', 'Greb1', 'Kpna1', 'Hexb', 'Pisd', 'Bckdhb', 'Speer4f1', 'Wdr63', 'Tuba1b', 'Il31ra', 'Stac3', 'Zbtb46', 'Dux', 'Gm4981', 'Nkx2-6', 'Gm20826', 'Zpbp2', 'Ikzf3', 'Plekhm1', 'Pknox1', 'Cdx1', 'Pdgfrb', 'Tmem18', 'Rsph3b', 'Olfr1459', 'Aldh9a1', 'Tcfl5', 'Fam135b', 'Tspan15', 'Alpk2', 'Ntf5', 'Kcna7', 'LOC108168625', 'Gm21943', 'Pde8a', 'Rbmxl2', 'Tcf24', 'Nr5a1', 'Speer4e', 'Slc7a13', 'Dnah7b', '4931408C20Rik', 'Fcgr3', 'Ssbp2', 'Ttbk1', 'Dnph1', 'Trank1', 'Gm20815', 'Foxe3', 'Zyg11a', 'Gm5591', 'Yif1a', 'Tmem151a', 'Tfap2e', 'Nkx2-4', 'Kcnj14', 'Grwd1', 'Gata3', 'Cabp7', 'Celf4', 'Exd1', 'Chp1', 'Col6a6', 'Il34', 'Dtna', 'Nipsnap1', 'Hspa1b', 'Tnfsf11', 'Gpt2', 'Smagp', 'Dhx8', 'Gm10499', 'Gbx1', 'Ddx43', 'Gm4312', 'Gm4301', 'Gm4307', 'Gm4305', 'Gm4303', 'Gm4302', 'Mgat5b', 'Kdf1', 'Gsc2', 'Ess2', 'Mup9']
T	['Cldn34d', 'Brox', 'Aida', 'Ndufaf4', 'Txndc11', 'Mesp1', 'E030030I06Rik', 'Greb1', 'Gm7932', 'Fbxw4', 'Kpna1', 'Adh6a', 'Olfr960', 'Mmp21', 'Rps6ka5', 'Tox3', 'Commd4', 'Cd300e', 'Cyyr1', 'Itih4', 'Slc19a1', 'Mug1', 'Dusp4', 'Inhbc', 'R3hdm2', 'Dysf', 'Nkx2-6', 'Olfr806', 'Abhd6', 'Sun3', 'Gm11992', 'Olfr1028', 'Pkdcc']
Taf1	['Cldn34d', 'Kpna1', 'Sspn', 'Nkx2-6', 'Fbxw4', 'Brox', 'Aida', 'Il31ra']
Taf10	['Cldn34d', 'Txndc11', 'Cpa2', 'Gtf3c6', 'Kpna1', 'Kif2c', 'Rdm1', 'Sirt4', 'Dmwd', 'Dmpk', 'Ptpn6', 'Grcc10', 'Il31ra', 'Poldip3', 'Arl4d', 'Fam71f1', 'Hexb', 'Pgk1', 'Arhgef12', 'Prss29', 'Prss28', 'LOC666331', 'Gm11634', 'Eapp', 'Brox', 'Aida', 'H2ac19', 'H2ac18', 'H3c14', 'H3c15', 'H3c6', 'H2bc8', 'H2ac8', 'H1f3', 'H4c6', 'Taf12', 'Gmeb1', 'Alyref2', 'H4c11', 'Rnf166', 'Mapk12', 'Hdac10', 'Tubgcp6', 'Nckap1', 'Tmem107', 'H4c3', 'H1f6', 'Dgat1', 'H4c14', 'H3c13', 'H2bc18', 'H3c7', 'H2bc9', 'Sspn', 'Tex14']
Taf15	['Txndc11', 'Ube2f', 'Brox', 'Aida', 'Zdhhc5', 'Rmnd1', 'Armt1', 'Cldn34d', 'Nfxl1', 'Parl', 'Prpf19', 'Mrpl30', 'Mitd1', 'Ddx20', 'Erlin2', 'Zfp91', 'Lpxn', 'Sspn', 'Smg7', 'Virma', 'Phf12', 'Med6', 'Hexim2', 'Ppp2r3d', 'Gar1', 'Cfi', 'Hnrnpl', 'Kntc1', 'Rad9b', 'Kpna1', 'Ing3', 'Tex14', 'Rad51c', 'Tmem125', 'Tram1', 'Gps2', 'Eif5a', 'Luc7l2', 'Eif3d', 'Tfg', 'Zfp438', 'Rfx3', 'Ss18l2', 'Sec22c', 'Nktr', 'Pccb', 'Rnf113a2', 'Entpd5', 'Bbof1', 'Il31ra', 'Cltc', 'Stk38l', 'Uba5', 'Acad11', 'Osbpl7', 'Mrpl10', 'Lrrc46', 'Tmpo', 'Tmem143', 'Syngr4', 'E030030I06Rik', 'Oaz3', 'Mrpl9', 'Psma3', 'Naa25', 'Eif4e', 'Slu7', 'Pttg1', 'Tbx19', 'Egr2', 'Elk3', 'Cxcr5', 'Car12', 'Ppp2r5c', 'Fosl2', 'Nipbl', 'Gdi2', 'Lgr6', 'Chsy1', 'Pim1', 'Rbm12b2', 'Map4k1', 'Eif3k', 'Sap30', 'Frat1', 'Urm1', 'Aldh9a1', 'Suco', 'Itpkb', 'Pcgf5', 'Tnfrsf26', 'Zfp428', 'Satb2', 'Clspn', 'Taf6', 'Mblac1', 'Cnpy4', 'Stk25', 'Wdr37', 'Spib']
Taf2	['Lrp6', 'Rpl26', 'Snrpb', 'Mcu', 'Raly', 'Txndc11', 'Dcaf15', 'Rps7', 'Rpl31', 'Slc9a1', 'Rpl5', 'Usp21', 'Ufc1', 'Ppox', 'Med1', 'Cdk12', 'Rps3', 'Pias4', 'Eef2', 'Rps14', 'Prrc2a', 'Rpl17', 'BC031181', 'Rpl32', 'Rps6', 'Taf5', 'Rpl11', 'Rps3a1', 'Slc5a5', 'Rpl18a', 'Map1s', 'Rps21', 'N6amt1', 'Zfp512', 'Yeats4', 'Rpl27', 'Ifi35', 'Sin3b', '4931406C07Rik', 'Rps17', 'Rps10', 'Ube3b', 'Kctd10', 'Rabggtb', 'Msh4', 'Dapk3', 'Rpl13', 'Rad23a', 'Gadd45gip1', 'Dand5', 'Gtf3c5', 'Rps15', 'Apc2', 'Fus', 'Srfbp1', 'Pole4', 'Paip2b', 'Sf3b3', 'Cog4', 'Zswim6', 'Depdc7', 'Fam53c', 'Cdc25c', 'Kat8', 'Bckdk', 'Zfp866', 'Tgfb1i1', 'Armc5', '9130023H24Rik', 'Sphk2', 'Spaca4', 'Rpl18', 'Fam83e', 'Ddx59', 'Dnaja3', 'Coro7', 'Ttyh2', 'Rps8', 'Rpl38', 'Puf60', 'Rps20', 'Mrps7', 'Mif4gd', 'Gga3', 'Commd1', 'Cct4', 'Nfkbil1', 'Ddx39b', 'Atp6v1g2', 'Uhmk1', 'Nabp1', 'Aars2', 'Rnf220', 'Dot1l', 'Pccb', 'Dhx9', 'Pcif1', 'Rpsa', 'Rnps1', 'Cyb561d1']
Taf3	['Sspn', 'Rapgef1', 'Il31ra', 'Raly', 'Txndc11', 'Vps36', 'Ckap2', 'Lrp6', 'Zfp512', 'Myrf', 'Gdf15', 'Dnah7b', 'Aldh9a1', 'Srgap1', 'Galnt10', 'Ube3b', 'Kctd10', 'Man2a2', 'Slc48a1', 'Tac4', 'Plekhg4', 'Cerk', 'Pkn3', 'Greb1', 'Tns2', 'Utp14b', 'Acsl3', 'Mcu', 'Tekt2', 'Adprhl2', 'Kpna1', 'Exosc8', 'Alg5', 'Kdm3b', 'Eapp', 'Plcd3', 'Acbd4', 'BC107364', 'Ripk3', 'Adcy4', 'Exd1', 'Chp1', 'Csgalnact2', 'Tank', 'Taf5', 'Rsph3b', 'Map3k15', 'Ing4', 'Trpv4', 'Pink1', 'Ttc39d', 'Nipsnap2', 'Mrps17', 'Tmem167b', 'Taf13', 'Adrm1', 'Twf2', 'Ddi2', 'Irf2bp1', 'Pim3', 'Rwdd1', 'Ddx47', 'Sept3', 'Olfm1', 'Dnajc11', 'Hexb', 'Brf2', 'Synm', 'Acod1', 'Zswim4', 'Gm10710', 'Dchs2', 'Notch1', 'Mrpl44', 'Larp1b', 'Ick', 'Fbxo9', 'Paip2b', 'Bptf', 'Git2', 'Ankrd13a', 'Sorbs1', 'Top1mt', 'Flot2', 'Dhrs13', 'Peli1', 'Rpl22', 'Chd5', 'Adcy5', 'Zfp11', 'Col6a6', 'Med4', 'Atp5g2', 'Ppp1r2', 'Nabp1', 'Arl4d', 'Fcgr1', 'Tex14', 'Por', 'Wrap53']
Taf7l	['Cep126', 'Slc9a1', 'Taf5', 'Mcm7', 'Cops6', 'Zfp113', 'Hectd4', 'Cldn34d', 'Npr1', 'Ilf2', 'Mif4gd', 'Mrps7', 'Gga3', 'Lrp6', 'Raly', 'Utp14b', 'Acsl3', 'Brox', 'Aida', 'Txndc11', 'Rad23a', 'Gadd45gip1', 'Dand5', 'Ube3b', 'Kctd10', 'Lmtk2', 'Pcif1', 'Nsfl1c', 'Zcchc3', '6820408C15Rik', 'Nmt1', 'Tpgs1', 'Madcam1', 'Zswim6', 'Nabp1', 'Tmed9', 'B4galt7', 'Deaf1', 'Mtf2', 'Tmco6', 'Ndufa2', 'Ik', 'Taf6', 'Mblac1', 'Cnpy4', 'Dnaja3', 'Coro7', 'Mapk6', 'Txndc15', 'Aldh9a1', 'Ttc39d', 'Srp72', 'Mcu', 'Stx16', 'Eef1akmt4-ece2', 'Eef1akmt4', 'Alg3', 'Wfdc21', 'Heatr6', 'Zc3hc1', 'Muc3', 'Timm22', 'Nxn', 'Hnrnpm', 'Aars2', 'Adnp', 'Aplp2', 'Dtd2', 'Intu', 'Secisbp2', 'Cks2', 'Bphl', 'Ccer1', 'Rps20', 'Gm525', 'Ptcd2', 'Mrps27', 'Dcp1b', 'Rps19bp1', 'Atf4', 'Mpzl1', 'Tsc1', 'Pgp', 'Mlst8', 'Bricd5', 'Caskin1', '2610001J05Rik', 'Apc', 'Eral1', 'Trim7', 'Ctnnb1', 'Anp32e', 'Hoxc8', 'Ubr5', 'Dcdc2a', 'Cox10', 'Rnf17', 'Gtf3c5', 'Pdgfra', 'Etfa']
Taf9b	['Greb1', 'Nkx2-6', 'Il31ra', 'Kpna1', 'Dnah7b', 'Aldh9a1', 'Rsph3b', 'Sspn', 'Hexb', 'Cerk', 'Fbxw4', 'Cldn34d', 'Rsph3a', 'Txndc11', 'Abhd6', 'Col6a6', 'Olfr806', 'Olfr855', 'Olfr854', 'E030030I06Rik', 'Brox', 'Aida', 'Zfp949', 'Zbtb4']
Tal1	['Serinc3', 'Efcc1', 'Notch1', 'Ubash3b', 'Hhex', 'Ctnna3', 'Tox2', 'Ints1', 'Dusp2', 'Astl', 'Zmat2', 'Mknk1', 'Sacm1l', 'Ppp1r15a', 'Plekha4', 'Ccdc9', 'Bmpr1a', 'Nfe2', 'Diaph1', 'Sde2', 'Eef2k', 'Prmt5', 'Ttyh3', 'Sit1', 'Ccdc107', 'Npr1', 'Ilf2', 'Rgs18', 'Ifngr2', 'Rpp25', 'Cfap45', 'Uba7', 'Inka1', 'Ncoa7', 'Chd9', 'Polr3e', 'Gm29776', 'Cebpe', 'P2rx7', 'Lrr1', 'Rps29', 'H4c9', 'H2bc11', 'H2ac11', 'Knl1', 'Itga2b', 'Lax1', 'March2', 'Ccdc12', 'Zfp839', 'Mok', 'Nemf', 'Fam83a', 'Depdc1b', 'Gpld1', 'Aldh5a1', 'Il10ra', 'Prxl2c', 'St3gal2', 'Lyl1', 'Cd276', 'Nrgn', 'Elf1', 'Wbp4', 'Rnf180', 'Isca1', 'Tnfaip8', 'Brox', 'Aida', 'Gna15', 'Psmb3', 'Pcgf2', 'Hgfac', 'Itgb4', 'Smarcc2', 'Zfp36', 'Plekhg2', 'Polg', 'Tbc1d8', 'Dntt', 'Sla', 'Rap1a', 'Tmem86b', 'Olfr646', 'Cd59a', 'Wfikkn1', 'Mettl26', 'Mcrip2', 'Rxra', 'Ripor1', 'Med17', 'BC005537', 'Gcnt2', 'Rs1', 'Vamp8', 'Vamp5', 'Ndufs7', 'Dcun1d1', 'Arhgap6', 'Aip']
Tbl1x	['Cldn34d', 'Vmn2r102', 'Dot1l']
Tbp	['Trim2', 'Tceal3', 'Rs1', 'Usp50', 'Ninj2', 'Mcrip2', 'Wfikkn1', 'Mettl26', 'Fgfr3', 'Ncoa7', 'Mok', 'Zfp839', 'Ctnna3', 'Rnase4', 'Ang', 'Knl1', 'Afap1l1', 'Zmat2', 'Med16', 'R3hdm4', 'Kiss1r', '2610301B20Rik', 'Ncs1', 'Sptbn4', 'Blvrb', 'Polg', 'Brms1', 'B4gat1', 'Fam83a', 'Fbxo31', 'Tceal5', 'Prss16', 'Clec4a2', 'Ifna13', 'Exosc6', 'Prmt5', 'Imp4', 'Ccdc115', 'Shld1', 'Ndufs7', 'Rab11a', 'Acp6', 'Sit1', 'Ccdc107', 'Rinl', 'Eef2k', 'Sugct', 'Mplkip', 'Npr1', 'Ilf2', 'Ppp6r3', 'Psmb3', 'Pcgf2', 'Fosb', 'Rtn2', 'Adam15', 'Dcst2', 'Dcst1', 'Pom121l2', 'Igfbp2', 'Elf1', 'Wbp4', 'Poldip3', 'H4c9', 'H2bc11', 'H2ac11', 'Clptm1l', 'Ccr7', 'Smarcc2', 'Gtf2f1', 'Tmem167b', 'Lta4h', 'Zmym5', 'Snx10', 'Gnptab', 'Amt', 'Tcta', 'Rhoa', 'Tdrp', 'Ggnbp1', 'Alyref2', 'Mynn', 'Actrt3', 'Tti2', 'Mpzl1', 'Kif2c', 'Sacm1l', 'Ptpn6', 'Grcc10', 'Trim7', 'Zfp36', 'Plekhg2', 'Trim41', 'Mdm4', 'Btn1a1', 'Slc13a2', 'Ints6', 'Rab29', 'Cldn34d', 'Tpi1']
Tbpl1	['Clptm1', 'Apoc2']
Tbr1	['Nanog', 'Brox', 'Aida', 'Mc3r', 'Il31ra', 'Kpna1', 'Greb1', 'Ces1d', '1700123K08Rik', 'Otulinl', 'Gltp', 'Tchp', 'Txndc11', 'Nkx2-6', 'Fbxw4', 'AW551984', 'Fam222a', 'Rbm5', 'Hexim1', 'Vnn1', 'Pnliprp2', 'Gins2', 'Lrrc36', 'Kctd19', 'Plcb2', '6430548M08Rik', 'Gjd2', 'Hgsnat', 'Nudt2', 'Kif24', 'Schip1', 'Trmt44', 'Acox3', 'Rcan3', 'Fsip1', 'Scn2a', 'Ghr', 'Nufip2', 'Ankrd55', 'Efcab5', 'Lag3', 'Rgcc', 'Olfr937', 'Olfr938', 'Rbm25']
Tbx19	['Rassf5', 'Sec11c', 'Pomc', 'Rabep1', 'Pard3', 'Il20ra', 'Susd6', 'Ddx58', 'Atp6v0a4', 'Gper1', 'Pnma1', 'Emb', 'Muc4', 'Brox', 'Aida', 'Arsg', 'Pomt2', 'Gstz1', 'Insig2', 'Slc37a1', 'Rsph1', 'Nkiras2', 'Dnajc7', 'Fam149b', 'Ecd', 'Uchl5', 'Ro60', 'Cldn34d', 'Fscn2', 'Prss22', 'Zfp746', 'Gpr68', 'Suco', 'Lipc', 'Lims1', 'Ly6e', 'Kifc3', 'Bpifb3', 'Ccdc141', 'Degs2', 'Slc19a1', 'Rnf114', 'Arhgap24', 'Coa7', 'Grin2c', 'Fdxr', 'Mycl', 'Krtdap', 'Dmkn', 'Lgals3', 'Mug1', 'Exoc7', 'Golga4', 'Ambp', 'Cdr2l', 'Dapk3', 'Olfr161', 'Adamtsl4', 'Stk17b', 'Arl4d', 'Zc2hc1b', 'Sqle', 'Kcnc1', 'Gria2', 'Sec22a', 'Fut2', '1700024P04Rik', 'Ggh', 'Pms2', 'Aimp2', 'Cadm4', 'Sytl4', 'Daam1', 'Eef1a2', 'Padi4', 'Cryba2', 'Scd2', 'Engase', 'Eef2', 'Trpv4', 'Ppp1r16b', 'Spats2l', 'Mrpl1', 'Tram2', 'Arg1', 'Rab23', 'Pcdh12', 'Rasef', 'Tle3', 'Col15a1', '1700021F05Rik', 'Fam53b', 'Lmo7', 'Prrc2b', 'Cyp27a1', 'Kif12', 'Ezh1', 'Hsph1', 'Dnaja4', 'Gemin6']
Tbx20	['Denr', 'Cdk12', 'Med1', 'Qrich1', 'Qars', 'Supt5', 'Stxbp4', 'Cox11', 'Ireb2', 'Card14', 'Eif4a3', 'Styxl1', 'Mdh2', 'Rbm39', 'Scamp5', 'Psmd5', 'Cutal', 'Rps19', 'Ercc6l2', 'Herc1', 'Micos10', 'Puf60', 'Rraga', 'Ankfy1', 'Mms22l', 'Arf3', 'Zzz3', 'Hspa4', 'Wdr77', 'Atp5pb', 'Txndc11', 'Slc26a8', 'Mapk14', 'Nudt1', 'Haspin', 'Ddhd2']
Tbx21	['Cldn34d', 'Txndc11', 'Muc3', 'Sspn', 'Nrsn2', 'Nfat5', 'Kpna1', 'Il31ra', 'H2-K1', 'Brox', 'Aida', 'Greb1', 'Isca1', 'Aldh9a1', 'Hopx', 'Map7d1', 'Trappc3', 'Fus', 'Rcc1', 'Hexb', 'Raly', 'Mia2', 'Kcnab2', 'Nphp4', 'Klrb1a', 'H2az1', 'Dnajb14', 'Rnf44', 'Cdhr2', 'Ube2b', 'Cdkl3', 'Mpp7', 'Klrb1c', 'Lrpprc', 'Tjp3', 'Pip5k1c', 'Noct', 'Ss18', 'Apol9b', 'Hdac2', 'Ppm1l', 'Cmc2', 'Cenpn', 'Cltc', 'Ptdss1', 'Mterf3', 'Frat2', 'Armc7', 'Psip1', 'Tigd5', 'Eef1d', 'Myl12a', 'Ankrd13a', 'Git2', 'Cd164', 'Nkx2-6', 'Iqch', 'Aagab', 'Srxn1', 'Ptcd2', 'Mrps27', 'Sept11', 'Ubald2', 'Ndst2', 'Atrnl1', 'Phrf1', 'Cxcr3', 'Cnot6', 'Oxr1', 'Pik3r3', 'A630001G21Rik', 'Cdiptos', 'Cdipt', 'Tada3', 'Arpc4', 'Vrk1', 'Zfp219', 'Tmem253', 'Tmem134', 'Aip', 'Rita1', 'Ddx54', 'Madd', 'Tmem125', 'Smim41', 'Atg101', 'Uros', 'Bccip', 'P2ry12', 'Dlg4', 'Cpsf2', 'Ifit3b', 'Ifit1bl1', 'Bhlhe40', 'Tspan4', 'Polr2l', 'Cd151', 'Sod2', 'Tcp11l2', 'Myl12b']
Tbx3	['Il31ra', 'Txndc11', 'Brox', 'Aida', 'Sspn', 'Dcdc2a', 'Aldh9a1', 'Kpna1', 'Greb1', 'Nemf', 'Cldn34d', 'Nkx2-6', 'Dynlrb1', 'Dnah7b', 'Gm525', 'Ahi1', 'Lztfl1', 'Taar7a', 'Taar6', 'Arl2', 'Rps6kc1', 'Hgsnat', 'Cntrl', 'Hexb', 'Vmn1r2', 'Nedd9', 'Shf', 'Lrr1', 'Rps29', 'E030030I06Rik', 'Frmpd1', 'Ice2', 'Zfp949', 'Pgk1', 'Tmem125', 'Sit1', 'Ccdc107', 'Pknox1', 'Scarb2', 'Osbpl1a', 'Parp2', 'Vmn2r4', 'Gm11213', 'Lnpep', 'Npffr2', 'Lsm14b', 'Rsph3b', 'Gramd1b', 'Smarcd1', 'Gpd1', 'Mrrf', 'Rbm18', 'Vmn1r66', 'Galnt15']
Tbx4	['Gpr84', 'Hsd11b2', 'Brox', 'Aida', 'Txndc11', 'Cldn34d']
Tbx5	['Mmp13', 'Arl8a', 'Txndc11', 'Hsd11b2', 'Gpr84', 'Brox', 'Aida', 'Mef2a', 'Satb2', 'Cldn34d', 'Maats1', 'Cox17', 'Ppil1', 'Crocc2', 'Pkig', 'Micalcl', 'Grk6', 'Asb2', 'Kctd16', 'Fig4', 'Wdr95', 'Eef1akmt2', 'Abraxas2', 'Myl2', 'Slc39a13', 'Taf15', 'Mmp28', 'Gpr22', 'Ccn2', 'Faap100', 'Kcnh2', 'Trmt10c', 'Pcnp', 'Ggact', 'Cacna1c', 'Nr1h4', 'Slx4ip', 'Mkks', 'Phactr4', 'Drd3', 'Zc3h10', 'Rpl41', 'Wdr24', 'Jmjd8', 'Asb17', 'Twistnb', 'Ier5l', 'Otud1', 'Vps51', 'Tm7sf2', 'Zfpl1', 'Tmem262', 'Cdca5', 'Trabd', 'Slc26a4', 'AW209491', 'Palld', 'Slc2a1', 'Selenbp1', 'Whamm', 'Fsd2', 'Bmp10', 'Slc25a42', 'Bpifb1', 'Zbtb21', 'Asb8', 'Specc1', 'Olfr608', 'Olfr607', 'Olfr606', 'Gjd3', 'Slain2', 'Dgkz', 'Akap13', 'Epha1', 'Lsp1', 'Harbi1', 'Atg13', 'E030030I06Rik', 'Sh3kbp1', 'Hoxb3', 'Hoxb4', 'Ctnnbip1', 'Clic5', 'Apol9b', 'Tes', 'Impa2', 'Pop7', 'Ccdc80', 'Tns4', 'Nr2e3', 'Gm7616', 'Entpd4b', 'Entpd4', 'Adcy6', 'Tsc22d1', 'Ephb4', 'Tfpi', 'Hdc', 'Slc44a2']
Tcea1	['Brox', 'Aida']
Tcf12	['Rhebl1', 'Traf4', 'Sspn', 'Neurl1a', 'Txndc11', 'Il31ra', 'Spp1', 'Iba57', 'Abhd11', 'Tecr', 'Lrpprc', 'Commd7', 'Ncs1', 'Ano9', 'Krtap1-5', 'Krtap1-4', 'Celf2', 'Six5', 'Dmwd', 'Dmpk', 'Tnnt2', 'Vmn1r214', 'Aldh9a1', 'Rrp7a', 'Hat1', 'Cdc42ep3', 'Mib2', 'Chrna1', 'Svbp', 'Ermap', 'Samd9l', 'Nutm2', 'Urgcp', 'Bnip1', 'Ube2d1', 'Lypla1', 'Greb1', 'Kpna1', 'Ptgis', 'Purb', 'Sox8', 'Lmf1', 'Dnah7b', 'Sohlh2', 'Pard3', 'Fgf22', 'Tmem145', 'Prr19', 'Pafah1b3', 'Tff3', 'Mtcl1', 'Tcf7l1', 'Exosc9', 'Alyref2', 'Susd2', 'Eif4e2', 'Chrng', 'Mbp', 'Adora1', 'Rbfox2', 'Sema6b', 'Ninj1', 'Poldip3', 'Sppl2a', 'Khk', 'Med16', 'Numb', 'Ceacam13', 'Fbxl22', 'Mamstr', 'Rdm1', 'Ndc1', 'Ptp4a2', 'Gpr142', 'Rtn2', 'Fosb', 'Olfr1057', 'Tspan14', 'Olfr539', 'Slc52a3', 'Smim17', 'Arhgef2', 'Hexb', 'Rps26', 'Btbd17', 'Klk1b5', 'Klk1', 'Txndc2', 'Slc43a1', 'Schip1', 'Aldh3b1', 'Cfap300', 'Agpat2', 'Tal2', 'Mical1', 'Krtap4-16', 'Gm11568', 'Ppp2r2d', 'Mapk1ip1', 'Runx3']
Tcf3	['Txndc11', 'Ppfia1', 'Dydc2', 'Dydc1', 'Zc3hav1l', 'Scap', 'Nt5dc3', 'Tspear', 'Tcf20', 'Epha1', 'M1ap', 'Tec', 'Adnp', 'Gmnc', 'Scn5a', 'Exoc6b', 'Rhob', 'Ext1', 'Gm7932', 'Vmn1r1', 'Snx16', 'Hinfp', 'C2cd2l', 'Zfx', 'Eloa', 'Cma2', 'Rgs12', 'Mdm4', 'Gm4861', 'Ect2l', 'Pgk1', 'Olfr960', 'Zfp292', 'Cga', 'Lhfpl2', 'Il17rd', 'Arhgef26', 'Ccdc57', 'Slc16a3', 'Scrt2', 'Zfp9', 'Urm1', 'Rtl8c', 'Map10', 'Soat1', 'Tdg', '1190007I07Rik', 'Alpl', 'Nt5e', 'Ddit4', 'Kat7', 'Mrps23', 'Aldh2', 'Itgb3', 'Pdgfrb', 'Cdx1', 'Gbx2', 'Arid3a', 'Wdr89', 'Frem2', 'Mb21d2', 'Tet2', 'Foxa2', '2510009E07Rik', 'C77080', 'Wnt3', 'Rbbp7', 'Sh2b1', 'Fgf5', 'Bpifb5', 'Cdkn1a', 'Tmem181a', 'Usp3', 'Gm8439', 'Mfge8', 'Hapln3', 'Dspp', 'Mtcl1', 'Slc22a18', 'Cdkn1c', 'Slc9a9', 'Ubl5', 'Fbxl12', 'Zfp428', 'Tnfrsf19', 'Fabp12', 'Mrgprh', 'Mas1', 'Chst15', 'Ctdsp2', 'Eomes', 'Rtl8b', 'Wnt5b', 'Cnpy1', 'Ubr7', 'Gon7', 'Gm20604', 'Pnpla3', 'Kncn', 'Plcg2']
Tcf4	['Eif4g3', 'Tbc1d12', 'Mall', 'Prdm11', 'Gpr84', 'Tspan8', 'Fam102b', 'Utp14b', 'Acsl3', 'Wbp1l', 'Herc3', 'Eps8', 'Gtf3c4', 'Ddx31', 'Ripply2', 'Cyb5r4', 'Manbal', 'Zfp142', 'Bcs1l', 'Pde5a', 'Taf1', 'Zmat5', 'Uqcr10', 'Efcab5', 'Car1', 'Cttnbp2nl', '4930564D02Rik', 'Slc25a28', 'Baalc', 'Mrvi1', 'Adipoq', 'Lancl1', 'Ddx20', 'Rnpepl1', 'Dusp28', 'Ankmy1', 'Eif2s2', 'Hoxa9', 'Hoxa7', 'Hoxa10', 'Wdfy2', 'Nedd8', 'Gmpr2', 'Myo1b', 'Adpgk', 'Cxcl5', 'Aox1', 'Qk', 'Rpl11', 'Phlpp1', 'Tssk3', 'Fam229a', 'Lifr', 'Ghr', 'Slc7a2', 'Mefv', 'Prss42', 'Ppfibp2', 'Fam169b', 'Vav1', 'Gpr176', 'Il7', 'Lrtm1', 'Slc17a8', 'Fam50b', 'Zc2hc1c', 'Sub1', 'Otos', 'Hormad2', 'Cuedc2', 'Tlr13', 'Zfp91', 'Lpxn', 'Eno1', 'Sh2d7', 'Card19', 'Aebp1', 'Gcnt2', 'Mrps28', 'Zfp513', 'Snx17', 'Eif2b4', 'Ifngr2', 'Mylk3', 'Hipk3', 'Blmh', 'Ninj2', 'Cubn', 'Galntl5', 'Iffo2', 'Mcpt9', 'Slc12a2', 'Ttll8', 'Atoh8', 'Csf2rb2', 'Coq2', 'Gtf3c5', 'Pla1a', 'Zbtb20', 'Ptar1']
