Antigen	Genes
Bap1	['Pgk1', 'Brox', 'Aida', 'Mettl4', 'Txndc11', 'Cldn34d', 'E030030I06Rik']
Batf	['Cldn34d', 'Smim17', 'Lpxn', 'Zfp91', 'Grap', 'Dthd1', 'Zmat2', 'Il10', 'Knl1', 'Ccser2', 'Zbtb20', 'Ppfibp2', 'Hcls1', 'Limd1', 'Asxl1', 'Lat2', 'Gpr142', 'Mcrip2', 'Wfikkn1', 'Mettl26', 'Prmt5', 'Ppp1r15b', 'Wdfy4', 'Gimap1', 'Gimap5', 'Txndc11', 'Slc25a45', 'Frmd8', 'Neu3', 'Psma3', 'Pou2f2', 'Ndst1', 'Zmynd11', 'Zbtb25', 'Zbtb1', 'Eef2k', 'Tia1', 'Pcyox1', 'Ube2z', 'Pot1b', 'Commd3', 'Nvl', 'Klrc1', 'Cnih4', 'Mpp2', 'Psmb3', 'Pcgf2', 'Greb1', 'Polg', 'Brox', 'Aida', 'Mynn', 'Actrt3', 'Ooep', 'Ddx43', 'Zbtb32', 'Kmt2b', 'Stambp', 'Phf11b', 'Gbp11', 'Ap5s1', 'Trim7', 'Pptc7', 'Lta4h', 'Lrmp', 'Gdf3', 'Prss58', 'Moxd2', 'Fmc1', 'Tigit', 'Sacm1l', 'Pithd1', 'Ilf2', 'Npr1', 'Desi2', 'Ildr1', 'Zfp839', 'Mok', 'Cetn4', 'Bbs12', 'Gpr25', 'Twf2', 'Ppm1m', 'Xpnpep3', 'Dnajb7', 'Prxl2a', 'Cnot6l', 'Mrm3', 'Glod4', 'Rab11a', 'Fam83a', 'Lgals8', 'Trim41', 'Exosc6', 'Rnf157', 'Hormad2', 'Ubl7', 'Qser1', 'Ptk2', 'Ctnna3']
Batf3	['Syne3', 'Prr5l', 'Art2b', 'Rfc1', 'Txndc11', 'Cdkn2d', 'Zfp180', 'Ptms', 'Lag3', 'Mlf2', 'Cd300e', 'Il10', 'Mindy2', 'Zfp740', 'Csad', 'Susd3', 'Cfap126', 'Tefm', 'Adap2', 'Olfr530', 'Alms1', 'Il7r', 'Ctla4', 'Cd200r1', 'Phf11b', 'Trafd1', 'Nek6', 'Iqgap2', 'Rasgrp3', 'Il16', 'Bach2', 'Lrrc8c', 'Dusp7', 'Rnf157', 'Peak1', 'Hmg20a', 'Snx9', 'Limd1', 'Slc25a45', 'Frmd8', 'Gpr25', 'Phf11a', 'Il12rb1', 'Cldn34d', 'Itga3', 'Foxp1', 'Smim3', 'Extl3', 'St7', 'Cd180', 'Mapk1ip1l', 'Hormad2', 'Suclg1', 'Trerf1', 'E2f2', 'Myo7a', 'Slc17a6', 'Cass4', 'Gcsam', 'Spop', 'Ankrd55', 'Nme2', 'Nme1', 'Hcls1', 'Cyp8b1', 'Snx13', 'Twf2', 'Ppm1m', 'Il2ra', 'Ier5', 'Mdm2', 'Psmb7', 'Gpr65', 'Il22ra2', 'Lrif1', 'Grap', 'Slc17a8', 'Cse1l', 'Ccdc102a', 'Adgrg5', 'Slamf6', 'Tmem189', 'Pfkfb3', 'Furin', 'Il6st', 'Bfsp1', 'Washc1', 'Hdac7', 'Grb2', 'Rpusd4', 'Fam118b', 'Olfr855', 'Olfr854', 'Grk2', 'Greb1', 'Cep120', 'Ctnnd1', 'Btbd18', 'Cd36', 'Aebp2']
Baz1a	['Cldn34d', 'Txndc11', 'Brox', 'Aida', 'Greb1', 'E030030I06Rik', 'Kpna1', 'Nkx2-6', 'Hexb', 'Fbxw4', 'Olfr806', 'Abhd6', 'Il31ra', 'Osbpl1a', 'Olfr1274']
Baz1b	['Cldn34d', 'Greb1', 'Nkx2-6', 'Olfr806', 'Abhd6', 'Txndc11', 'Brox', 'Aida']
Baz2a	['Cldn34d', 'Fbxw4']
Bbx	['Txndc11']
Bcl11a	['Brox', 'Aida', 'Cldn34d', 'E030030I06Rik', 'Txndc11', 'Abca3', 'Abca17']
Bcl11b	['Txndc11', 'Snx11', '9430038I01Rik', 'Pold1', 'Nr1h2', 'Pcbp2', 'Ifnar1', 'Xab2', 'Stxbp2', 'Pet100', 'Pcp2', 'Npat', 'Atm', 'Lmnb2', 'Timm13', 'Rwdd1', 'Dazap2', 'Tomm40l', 'Nr1i3', 'Apoa2', 'Cdc5l', 'Med26', 'Ggt5', 'Slc39a13', 'Stag1', 'Ergic2', 'Cblc', 'Mmaa', 'Fasl', 'Tox2', 'Dhx34', 'Myl6b', 'P4hb', 'Arhgdia', 'Runx3', 'Susd3', 'Hjurp', 'A730008H23Rik', 'Cldn34d', 'Gzmm', 'Cdc34', 'Ppan', 'Angptl6', 'Parp2', 'Nbeal1', 'Lonp2', 'Rab30', 'Gabpa', 'Atp5j', 'Dhx8', 'Srms', 'Fndc11', 'Sdhb', 'Rab33b', 'Sde2', 'Bst2', 'Mvb12a', 'Slain2', 'Ccna2', 'Tnfaip1', 'Ift20', 'Pdgfrb', 'Tmem143', 'Syngr4', 'Ipo8', 'Htra2', 'Dqx1', 'Aup1', 'Fam178b', 'Cox5b', 'Shfl', 'Smim8', 'Cntn1', 'Atg5', 'Kdm5c', 'Rpf2', 'Gabrr2', 'Oma1', 'Eif4b', 'Tnk2', 'Hinfp', 'Myl6', 'Chd8', 'Spns1', 'Lat', 'Casc3', 'Msh6', 'Dpp8', 'Neurl4', 'Acap1', '2810408A11Rik', 'Arnt', 'Ube2f', 'Itgb7', 'Rnf170', 'Hook3', 'Actr3', 'Tle6', 'Tha1', 'Rmnd1']
Bcl6	['Socs2', 'Txndc11', 'Greb1', 'Gm525', 'Psmc6', 'Dcdc2a', 'Rps28', 'Olfr806', 'Vmn2r4', 'Aadacl2fm1', 'Snx14', 'Kpna1', 'Abhd6', 'Nkx2-6', 'Epm2a', 'Tgm4', 'Fam71e1', 'Emc10', 'Taar7a', 'Taar6', 'Lnpep', 'Ptbp3', 'Dctn6', 'Mboat4', 'Dffb', 'Cep104', 'Ddb2']
Bcor	['Txndc11', 'Cldn34d', 'Brox', 'Aida', 'Sspn', 'Kpna1', 'Tmem125', 'Il31ra', 'Aldh9a1', 'Hexb', 'E030030I06Rik', 'Greb1', 'Cerk', 'Dnah7b', 'Rsph3b', 'Osbpl1a']
Bhlhe40	['Nemf', 'Rps29', 'Lrr1', 'Celf2', 'Olfr655', 'Paqr5', 'Hoga1', 'Ankrd2', '4933411K16Rik', 'Ccdc126', 'Cebpb', 'Gpn3', 'Fam216a', 'Vps33a', 'Art3', 'Eps15l1', 'Zfp358', 'Mcoln1', 'Tbcel', 'Pik3ap1', 'Brwd1', 'Kbtbd7', 'Dst', 'Get4', 'Mri1', 'D8Ertd738e', 'Sppl3', 'Clcn7', 'Gtf2f1', 'Ercc6l', 'Stk17b', 'Mllt1', 'Prpf3', 'Med17', 'Cox4i2', 'Tsn', 'Prkacb', 'Slc36a1', 'Zfp691', 'Ermap', 'Cpq', 'Sytl1', 'Elf2', 'Sh3tc1', 'Parp2', 'Ppp1r37', '4930447A16Rik', 'Prr5l', 'Commd9', 'Tex10', 'Epb41l4b', 'Trmt13', 'Zbtb26', 'Rabgap1', 'Car3', 'Agrp', 'Atp6v0d1', 'Ttc32', 'Hsdl1', 'Dnaaf1', 'Prm1', 'Prdm15', 'Mpv17', 'B9d1', 'Smim15', 'Il33', 'Scap', 'Aacs', 'Cfap20', 'Gins4', 'Alg1', 'Zbtb40', 'Prxl2a', 'Slc14a2', 'Ppfibp2', 'Ip6k1', 'Zer1', 'Tbc1d13', 'Cbx8', 'Srd5a3', 'Ncf2', 'Nat10', 'Mapre3', 'Tmem214', 'Mien1', 'Grb7', 'Sit1', 'Ccdc107', 'Atxn3', 'Tgfbr3l', 'Map2k7', 'Trappc8', 'Atp6v1h', 'Atp6v1c1', 'Tspyl1', 'Ncs1', 'Atp11b', 'Hnrnph2', 'Gla', 'Nvl']
Bhlhe41	['Pip4p1', 'Osgep', 'Apex1', 'Hmgn2', 'Dpy19l3', 'Foxo3', 'Rpl10a', 'Bnip3', 'Spns2', 'Pik3ip1', 'Ddhd2', 'Camk2d', 'Cstf1', 'Aurka', 'Ip6k1', 'Atp6v1h', 'Acvr1b', 'Fbl', 'Dyrk1b', 'Cited2', 'Rps24', 'Polr3a', 'Ankrd12', 'Tet3', 'Pes1', 'Zfp36', 'Plekhg2', 'Senp8', 'Myo9a', 'Ehmt1', 'Plekhb2', 'Fam168b', 'Tef', 'Lamp1', 'Pgap2', 'Nup98', 'Bhlhe41', 'Dcaf4', 'Phf7', 'Bap1', '3110082I17Rik', 'Mllt1', 'Cnpy3', 'Cacybp', 'Fgfbp3', 'Btaf1', 'Kdm4b', 'Mrpl54', 'Matk', 'Apba3', 'Tjp3', 'Pip5k1c', 'Stmn1', 'Ciart', 'BC028528', 'Mycbp', 'Casc3', 'Rbm38', 'Pdpr', 'Tsn', 'Eid1', 'Car3', 'Get4', 'Gadd45g', 'Dgat2', 'Zfp292', 'Yy1', 'Secisbp2', 'Cks2', 'Pard6b', 'Arl4a', 'Mapk6', 'Rsad1', 'Matr3', 'H2-Aa', 'Jmy', 'Slc23a3', 'Retreg2', 'Cnppd1', 'Top3a', 'Smcr8', 'Uqcc2', 'Erlin1', 'Rps28', 'Slf2', 'Tmem123', 'Mex3d', 'Zdhhc23', 'Dnajc13', 'Rev1', 'Srd5a3', 'Morc2a', 'Zbtb40', 'Pop7', 'Gigyf1', 'Rps11', 'Rpl13a', 'Fkbp4', 'Dynll1', 'Zranb2']
Bmi1	['Sox9', 'Cldn34d', 'Brox', 'Aida', 'Tlx2', 'Pcgf1', 'Txndc11', 'Alx3', 'Slc32a1', 'Fbxw4', 'Fam90a1b', 'Apoo', 'Greb1', 'Ankrd60', 'Foxp2', 'Prdm14', 'Fndc3c1', 'Pfdn4', 'Cyp24a1', 'Irx1', 'Nkx2-6', 'Cux1', 'Foxd2', 'Dmbx1', 'Nr5a1', 'Dmrt1', 'Sspn', 'Tcf24', 'Hspa2', 'Mecom', 'Hmx2', 'Bub3', 'Vsx2', 'Pax8', 'Eml6', 'Prdm6', 'Prdm13', 'Acacb', 'Hs3st3b1', 'Olfr855', 'Olfr854', 'E030030I06Rik', 'Olfr806', 'Klf14', 'Wrap73', 'Trp73', 'Pax1', 'Alx1', 'Frat1', 'Chd7', 'Foxc1', 'Pknox1', 'Rnf165', 'Tmem125', 'Gata4', 'Zfp949', 'Gpr176', 'Gpr150', 'Uncx', 'Gbx2', 'Usp44', 'Evx1', 'Prl3c1', 'Lbx1', 'Pitx1', 'Tfap2c', 'Hoxc12', 'Barx1', 'Npas3', 'Cnpy1', 'Cgas', 'Mto1', 'Gldc', 'Dlx5', 'Fam227b', 'Dtwd1', 'Sox11', 'Wwox', 'Lin28b', 'Shisa3', 'Six3', 'Rictor', 'Six2', 'Gjc1', 'Abca3', 'Abca17', 'Nkx2-3', 'Lhx6', 'Casz1', 'Foxf1', 'Sp8', 'Nnat', 'Blcap', 'Hand2', 'Tal1', 'Npffr2', 'Rps29', 'Lrr1', 'Runx2', 'Sox14']
Brca1	['Cldn34d', 'Kpna1', 'Txndc11']
Brd2	['Brox', 'Aida', 'Lrp6', 'Sf3b3', 'Cog4', 'Gsta4', 'Sec22c', 'Gtf3c5', 'Txndc11', 'Fcgr1', 'Anp32e', 'Greb1', 'Clcn4', 'Rfx7', 'Chek1', 'Plcd3', 'Acbd4', 'Cdc5l', 'Krr1', 'Cldn34d', 'Kpna1', 'Pink1', 'Dot1l', 'Snrpb', 'E030030I06Rik', 'Tatdn3', 'Nsl1', 'Katna1', 'Slc5a5', 'Rpl18a', 'Map1s', 'Olfr855', 'Olfr854', 'Cdsn', 'Gdf15', 'Copg1', 'Rpl26', 'Nkx2-6', 'Gins4', 'Ptges2', 'Ncf4', 'Nemp1', 'Nab2', 'Sspn', 'Jph2', 'Nipsnap2', 'Mrps17', 'Rpl7l1', '2310039H08Rik', 'Fbxw4', 'Mcu', 'Med4', 'Ppp1r1b', 'Nfkbil1', 'Ddx39b', 'Atp6v1g2', 'Cpsf2', 'Ywhae', 'Naca', '2610001J05Rik', 'Tardbp', 'Ube3b', 'Kctd10', 'Pole4', 'Ncapd2', 'Mrpl51', 'Zfp869', 'Top1mt', 'Zwilch', 'Snapc5', 'Rpl4', 'Nfyc', 'Zfp949', 'Kat6a', 'Twf2', 'Mybpc3', 'Rps3a1', 'Fpgs', 'Ensa', 'Rps28', 'Rpl13', 'Il31ra', 'Tekt2', 'Adprhl2', 'Hexb', 'Rpl32', 'Pcif1', 'Zfp868', 'Ndufc2', 'Comtd1', 'A430057M04Rik', 'Yeats4', 'Rps15', 'Apc2', 'Nudt15', 'Srfbp1', 'Rad23a', 'Dand5', 'Gadd45gip1', 'Gbx1']
Brd3	['Greb1', 'Hexb', 'Kpna1', 'Olfr855', 'Olfr854', 'Cldn34d', 'E030030I06Rik', 'Nkx2-6', 'Osbpl1a']
Brd4	['Txndc11', 'Unk', 'H3f3b', 'Ttc39d', 'Tmem167b', 'Taf13', 'H2aj', 'H4f16', 'Tnrc6c', 'Zbtb4', 'Slc35g3', 'Polr2a', 'Calm1', 'Taf12', 'Gmeb1', 'Arl4d', 'Eapp', 'Tex14', 'Actb', 'Gadd45b', 'Fus', 'Btg2', 'Ier5', 'Brox', 'Aida', 'Nfyc', 'Arrdc2', 'Syngr1', 'Rpl3', 'Rsrp1', 'Tmem50a', 'Syf2', 'Dpagt1', 'H2ax', 'Hmbs', 'Fam166a', 'Stpg3', 'Slc34a3', 'Tubb4b', 'Klf6', 'Errfi1', 'Ubb', 'Ing1', 'Cars2', 'Jund', 'Iqcn', 'Rad23a', 'Calr', 'Jpt1', 'Fth1', 'Klf2', 'Teddm1a', 'Glul', 'Slc9a1', 'Junb', 'Prdx2', 'Ctnna3', 'Mphosph9', '2810006K23Rik', 'Rdm1', 'Nabp1', 'Fam83a', 'Pdlim7', 'Gm3448', 'Gm3417', 'Gm3435', 'Tmem107', 'Srsf2', 'Mettl23', 'Jmjd6', 'Mfsd11', 'Cirbp', '1600002K03Rik', 'Hspa5', 'Klf7', 'Hnrnpab', 'Gls', 'Ftl1', 'Bax', 'Spg11', 'Gm9949', 'Adrb2', 'Ccdc62', 'Urgcp', 'Sptan1', 'Vegfa', 'Trmo', 'Nfkbia', 'LOC547349', 'H2-L', 'H2-D1', 'H4c3', 'H1f6', 'Mat2a', 'Vcl', 'Kmt5b', 'Taf4', 'Pgk1', 'Ilf2', 'Npr1']
Brd9	['Txndc11', 'Cldn34d', 'Greb1', 'Xcr1', 'Fyco1', 'Kpna1', 'Il31ra', 'Hexb', 'Nkx2-6', 'Brox', 'Aida', 'Fbxw4', 'Inafm2', 'E030030I06Rik', 'Klf1', 'Gcdh', 'Kcnu1', 'Ash2l']
Brf1	['Trim7', 'Trim41', 'Rab11a', 'Tmem107', 'Borcs6']
Brf2	['Setd4', 'Cbr1', 'Wwox', 'Aadacl2fm1', 'Tecpr1']
Brwd1	['Greb1', 'Kpna1', 'Nkx2-6', 'Slc7a15', 'Fam83a', 'Ctnna3', 'Fbxw7', 'Fbxo31', 'Agbl5', 'Fanci', 'Rlbp1', 'Npr1', 'Ilf2', 'Kctd2', 'Atp5h', 'Trim7', 'Trim41', 'March3', 'Olfr806', 'Olfr1359', 'H3c10', 'H2bc13', 'H2ac13', 'Dpysl3', 'Mynn', 'Actrt3', 'Sacm1l', 'Il31ra', 'Abhd6', 'Grap', 'Mrpl58', 'H4c8', 'H3c8', 'H2ac10', 'Akirin2', 'Limch1']
Btaf1	['Tut7', 'Ppat', 'Paics', 'Kansl3', 'Fer1l5', 'Tjp3', 'Pip5k1c', 'Scyl1', 'Mfap3l', 'Wwp1', 'Eps15', 'Trappc9', 'Foxk1', 'Wwox', 'Prdm15', 'Tcam1', 'Smarcd2', 'Usp3', 'Txndc11', 'Zfp395', 'Greb1', 'Vps37d', 'Actr3', 'Kif16b', 'Neurog1', 'Zfp609', 'Flywch1', 'Insr', 'Dnmbp', 'Chst8', 'Unc5a', 'Scamp1', 'Itgb1bp1', 'Cpsf3', 'Kcnj4', 'Rap2b', 'Prickle1', 'Grb10', 'Ssbp2', 'Faah', 'Ptprk', 'Colgalt1', 'Pde8a', 'Selenot', 'AW549877', 'Casz1', 'Slain1', 'Zfp341', 'Pxmp4', 'Gpc4', 'Trnau1ap', 'Mnt', 'Naa25', 'Satb1', 'Gm3448', 'Gm3417', 'Dlgap4', 'Rps19', 'Gm3435', 'Sgms1', 'Foxk2', '9030025P20Rik', 'Pik3c2a', 'Secisbp2l', 'Psmd3', 'Sema6b', 'Kmt2a', 'Lrrc1', 'Kmt2c', 'Ubc', 'Tlk2', 'Pls1', 'Sos1', 'Hmgxb4', 'Lnpep', 'Dab2ip', 'Ddx59', 'Tcte3', 'Ermard', 'Ccdc88a', 'Wdr47', 'Rpl32', 'Adgrl1', 'Pdia5', 'Selenov', 'Cdc42ep3', 'H4c9', 'H2bc12', 'H2bc11', 'H2ac12', 'H2ac11', 'Srrd', 'Hps4', '4931406C07Rik', 'Rev1', 'Phf10', 'Pank2', 'Rabggtb', 'Msh4', 'Cux2']
Carm1	['Greb1', 'Nkx2-6']
Cbfa2t2	['Ccdc194', 'Cbfa2t2', 'Snai1', 'Zfp609', 'Foxi3', 'Ndufaf3', 'Impdh2', 'Dalrd3', 'Txndc11', 'Zfp1', 'Zmynd8', 'Gse1', 'Lama5', 'Cldn34d', 'Naprt', 'Mroh6', 'Hoxb13', 'Gja1', 'Commd7', 'Dtx2', 'Eif4g3', 'Gprc5a', 'Sgce', 'Peg10', 'Hs6st2', 'Gm45915', 'Pdgfrb', 'Cdx1', 'Fgfr1', 'Rbp7', 'Gtse1', 'Calml4', 'Hk1', 'Gnai2', 'Zkscan17', 'Wnt8a', 'Abhd11']
Cbfa2t3	['Cldn34d', 'Txndc11', 'LOC666331', 'Gm11634', 'H2bc6', 'H1f4', 'H3c6', 'H2bc8', 'H2ac8', 'H1f3', 'Rdm1', 'Eapp', 'H3c3', 'H2bc3', 'H1f2', 'H4f16', 'H2aj', 'Tob1', 'H4c11', 'Unk', 'H3f3b', 'Ttc39d', 'Arl4d', 'Sfi1', 'Eif4enif1', 'H4c6', 'H3c8', 'H3c7', 'H2bc9', 'H4c3', 'H1f6', 'H3c2', 'H2ac4', 'H4c12', 'H2bc15', 'H2ac15', 'Tex19.1', 'Tex14', 'Hist1h4n', 'Hist1h2br', 'Hist1h2bq', 'Hist1h2ap', 'Hist1h2ao', 'H4c14', 'H3c13', 'H2bc18', 'H4c2', 'H4c1', 'H3c1', 'Zfp36l2', 'BC107364', 'Tmem167b', 'Taf13', 'Gtf3c6', 'Brox', 'Aida', 'H4c4', 'H3c4', 'H2bc7', 'H2ac7', 'Slc9a3r1', 'Rab37', 'H4c9', 'H2bc12', 'H2bc11', 'H2ac12', 'H2ac11', 'Actb', 'H2bc4', 'H2ac6', 'Crebzf', 'Hist1h2bp', 'Hist1h2an', 'H3c11', 'H1f5', 'Zbtb4', 'Slc35g3', 'Polr2a', 'Gm3448', 'Gm3435', 'Gm3417', 'Polg2', 'Ddx5', 'Cep95', 'H4c8', 'H2ac10', 'Errfi1', 'Arid5a', 'H3c15', 'H3c14', 'H2ac19', 'H2ac18', 'Hdgf', 'Pdzk1ip1', 'Znfx1', 'Dynll1', 'Hspa1b', 'Hhex', 'Srsf2', 'Mfsd11']
Cbfb	['Txndc11', 'Tox2', 'Cldn34d', 'Ryr2', 'Slc6a20a', 'Apol9b', 'Atp13a2', 'Banp', 'Itgb3', 'Polr2e', 'Ifne', 'Cd3g', 'Cd3d', 'Pde7a', 'Scrib', 'Nfe2', 'Msh6', 'Smap1', 'Tspan32', 'H2-Q10', 'Ubxn10', 'Pla2g2c', 'Ube2f', 'Vamp5', 'Vamp8', 'Tubgcp6', 'Mapk12', 'Hdac10', 'Serping1', 'AI467606', 'Rapgef6', '4930503B20Rik', 'Med17', 'Gimap1', 'Kdm5a', 'Ccdc77', 'Tmem274', 'Mthfr', 'Clcn6', 'Sspn', 'Lyl1', 'Cbfa2t3', 'Ksr1', 'Tap2', 'Rab42', 'Dmwd', 'Dmpk', 'Slc25a26', 'Prpf18', 'Zscan10', 'Zfp13', 'Lims1', 'Fam53a', 'Adnp', 'Arhgef12', 'Fam102a', 'Pmel', 'Cd69', 'Prr14', 'Fbrs', 'Lmna', 'Lrrc32', 'Atp6v0a4', 'Metrnl', 'Ldlrap1', 'Trak1', 'Il10ra', 'Gm11541', 'Plaur', 'Pigv', 'Sfr1', 'Rpl37', 'Card6', 'Ssh2', 'Plekhg3', 'Tst', 'Mpst', 'Slc35a1', 'Emp3', 'Ccdc114', 'Gtf2a2', 'Ubc', 'Ggt5', 'Cblc', 'Tnk2', 'Rufy4', 'Greb1', 'Cltc', 'Galnt6', 'Bcl3', 'Brpf1', 'Tm9sf4', 'Psmg1', 'Frg1', 'Art2b', 'Cuedc1', 'Neurl3', 'Cdkn1a', 'Rasa1', 'Dnaja3']
Cbx1	['Brox', 'Aida', 'Cldn34d', 'Greb1', 'Nkx2-6', 'Fbxw4', 'E030030I06Rik', 'Hexb', 'Txndc11']
Cbx2	['Txndc11', 'Aida', 'Brox', 'Rbm17', 'Gm29733', 'Cldn34d', 'Sspn', 'Pcgf1', 'Tlx2', 'E030030I06Rik', 'Greb1', 'Cyp24a1', 'Pfdn4', 'Olfr855', 'Olfr854', 'Kpna1', 'Pou3f1', 'Zfp949', 'Gm10499', 'Cerk', 'Il31ra', 'Zpbp2', 'Ikzf3', 'Aldh9a1', 'Fbxw4', 'H3c6', 'H2bc8', 'H1f3', 'H2ac8', 'H2bc4', 'H2ac6', 'H4c6', 'Nkx2-6', 'Aldh1a2', 'Ginm1', 'H1f2', 'H2bc3', 'H3c3', 'Hgsnat', 'Lyl1', 'H1f4', 'H2bc6', 'Prdm14', 'Alx3', 'Clock', 'Nrg2', 'Sgk3', 'Gm5591', 'Acacb', 'Mto1', 'Cgas', 'Mafa', 'Tfap2d', 'Nfix', 'Dmbx1']
Cbx3	['Blm', 'Cldn34d', 'Txndc11', 'Brox', 'Aida', 'Narf', 'Cybc1', 'Kcnj10', 'Tmem107', 'Gtf3c6', 'Ankrd37', 'Mettl9', 'Sap18b', 'Sap18', 'Mrpl17', 'Bsg', 'Eapp', 'Kif2c', 'Arl4d', 'Bahcc1', 'Pgk1', 'Greb1', 'Cbx8', 'Zfp292', 'Tomm6', 'Prickle4', 'Frs3', 'Rpl5', 'Gpi1', 'Rdm1', 'Sirt6', 'Ankrd24', 'Alkbh5', 'Cstf1', 'Aurka', 'Sirt4', 'Hilpda', 'Fam71f2', 'Ddit4', 'Kdm3a', 'Dcps', 'Nkx2-6', 'Pgam1', 'Slc39a1', 'Crtc2', 'Kdm4b', 'Sf3b1', 'Habp4', 'Srrm2', 'Taf12', 'Gmeb1', 'Tm7sf2', 'Znhit2', 'Mrpl49', 'Fau', 'Gskip', 'Atg2b', 'Tex14', 'Ube2q1', 'Chrnb2', 'Dctpp1', 'Pcm1', 'Vapb', 'Kmt2e', 'Ube2g1', 'Ift140', 'Cramp1l', 'Atr', '1700065D16Rik', 'Alyref2', 'Iqce', 'Brat1', 'Sh3gl1', 'Chaf1a', 'Kpna1', 'Zfp446', 'Fam168a', 'Bbs5', 'Itpr1', 'Zcchc24', 'Aqp4', 'Saraf', 'Leprotl1', 'Leng1', 'Vapa', 'Slc23a3', 'Retreg2', 'Cnppd1', 'Fam193a', 'Mindy4', 'Kmt5b', 'Ubald1', 'Mgrn1', 'Poldip3', 'Arrdc4', 'Fosb', 'E030030I06Rik', 'Tet2', 'Nelfa', 'Zfp12']
Cbx5	['Greb1', 'Cldn34d', 'Nkx2-6', 'Brox', 'Aida']
Cbx7	['Brox', 'Aida', 'Txndc11', 'Greb1', 'Cldn34d', 'Smim17', 'Nkx2-6', 'Olfr806', 'Scrt1', 'E030030I06Rik', 'Swsap1', 'Cacng2', 'Kpna1', 'Abhd6', 'Tmem125', 'Aadacl2fm1', 'Il31ra']
Cbx8	['Cldn34d', 'Tlx2', 'Pcgf1', 'Dmbx1', 'Npas4', 'Swsap1', 'Brox', 'Aida', 'Xkr7', 'Pitx1', 'Sox9', 'Prdm6', 'Tmem255b', 'Alx3', 'Slc32a1', 'Smim17', 'Neurod2', 'Prdm14', 'Pfdn4', 'Cyp24a1', 'Foxd4', 'Tlx3', 'Lhx6', 'Fbxw4', 'Greb1', 'Hoxb3', 'Hoxb2', 'Evx1', 'Hmx2', 'Bub3', 'Isl2', 'Scrt1', 'Irx1', 'Pax5', 'Celsr3', 'Six2', 'Nr5a1', 'Foxi3', 'Cacng2', 'Tal1', 'Foxl1', 'Foxc2', 'Mthfsd', 'Lhx8', 'Olfr806', 'Wwox', 'Alx1', 'Prr18', 'Abhd6', 'Fam90a1b', 'Apoo', 'Txndc11', 'Aldh1a2', 'Aadacl2fm1', 'Ube2l3', 'Rimbp3', 'Foxd2', 'Rtbdn', 'Mast1', 'Exosc9', 'Zpbp2', 'Ikzf3', 'Nkx2-3', 'Prdm13', 'Vsx2', 'Nkx1-1', 'Ralyl', 'Iqsec3', 'Lin28a', 'Rmc1', 'Hoxc8', 'Hoxb4', 'Gfi1', 'Rnf220', 'Onecut2', 'Barx1', 'Setd4', 'Cbr1', 'Pura', 'Cux1', 'Pax7', 'Gata6', 'Lbx1', 'Fndc3c1', 'Foxp2', 'Otx1', 'Pgk1', 'Mecom', 'E030030I06Rik', 'Pou4f1', 'Pax3', 'Naip2', 'Tas1r3', 'Ints11', 'Cptp', 'Flt1', 'Foxl2', 'Lmod3', 'Hspa2', 'Wt1']
Ccnk	['Txndc11', 'Cldn34d', 'Ino80d', 'Pcbp2', 'Brox', 'Aida', 'Socs6']
Ccnt1	['Greb1', 'Nkx2-6', 'Hexb', 'Cldn34d', 'Kpna1', 'Txndc11', 'Il31ra', 'Olfr855', 'Olfr854', 'Brox', 'Aida', 'Abhd6', 'E030030I06Rik', 'Zfp949']
Cdc73	['Sec22c', 'Fcgr1', 'Nipsnap2', 'Mrps17', 'Gdf15', 'Plcd3', 'Acbd4', 'Gtf3c5', 'Tekt2', 'Adprhl2', 'Srgap1', 'Pink1', 'Txndc11', 'Rapgef1', 'Ppp1r1b', 'Atp5g2', 'Nemp1', 'Nab2', 'Twf2', 'Shmt2', 'Ndufa4l2', 'Mybpc3', 'Top1mt', 'Tac4', 'Rfx7', 'Gins4', 'Trpv4', 'Rbm17', 'Vps36', 'Ckap2', 'Pkn3', 'Cdsn', 'Sh3glb1', 'Ctnna3', 'Ncf4', 'Ubd', 'Olfr95', 'Olfr94', 'Nudt15', 'Rfng', 'Gps1', 'Calm1', 'Ndufs7', 'Ptges2', 'Fpgs', 'Greb1', 'Fam83a', 'Npr1', 'Ilf2', 'Zfp692', 'Gbx1', 'Knl1', 'Smarcc2', 'Sept3', 'Comtd1', 'A430057M04Rik', 'Synm', 'H2-DMb2', 'H2-DMa', 'Wfikkn1', 'Mettl26', 'Mcrip2', 'Pik3r2', 'Mpv17l2', 'Ifi30', 'Pllp', 'Opalin', 'Ncoa7', 'Cldn34d', 'Polg', 'Eef2k', 'Ppard', 'Nemf', 'Ing4', 'Zfp219', 'Tmem253', 'Rnase12', 'Olfr750', 'Trim7', 'Trim41', 'Psmb3', 'Pcgf2', 'H4c9', 'H2bc11', 'H2ac11', 'Wbp4', 'Elf1', 'Rsad1', 'Exd1', 'Chp1', 'Irak2', 'Fmc1', 'Lsm11', 'Sacm1l', 'Pde2a', 'Kpna1', 'Prmt5', 'Proser1', 'Nhlrc3', 'Gm13290']
